UEN	EMI	CompanyName	size_group	industry_code (M)	industry_desc (I)	SSIC2020
202339195E	6221208	BROS CLEANING PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
202339270Z	6234185	ECOGANIC PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96023
202339283E	6221393	THL RENOVATION PTE. LTD.	unknown	F41-43	Construction	43301
202339286W	6234194	LIVECO PTE. LTD.	unknown	A,B,D,E,V	Others	38200
202339300E	6221394	CITI CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41001
202339345K	6221399	MINYORI PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202339371E	6221400	AURORA HEALTH PTE. LTD.	(0) E1	S,T,U	Other Community, Social & Personal Services	96024
202339392C	6234025	BGA INCLUSIVE FITNESS PTE. LIMITED	unknown	O84,P85	Public Administration and Education	85407
202339403M	6221402	WICE GLOBAL ROAD SOLUTIONS PTE. LTD.	unknown	H49,5221	Land Transport & Supporting Services	49231
202339495H	6234081	THE WRITE CONTENT PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70205
202339496Z	6234082	KUMPOOL SINGAPORE PTE. LTD.	unknown	H49,5221	Land Transport & Supporting Services	49214
202339597E	6234325	SSY F PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66192
202339622R	6234339	JK ETC PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202339642C	6221564	SONG SHAN GROUP PTE. LTD.	unknown	M72-75	Other Professional Services	74902
202339694G	6234388	MI CREME PTE. LTD.	unknown	G47	Retail Trade	47220
202339749M	6221566	BFF BEAUTY LINK PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	69201
202339884D	6234498	CRAFT PARTS PTE. LTD.	(0) E1	C25,28	Fabricated Metal Products & Machinery	25998
202339947Z	6234534	SREE AMMAN MINIMART PTE. LTD.	unknown	G47	Retail Trade	47102
202339994K	6234565	NOVA ENERGY AND RESOURCES PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64202
202340032M	6221579	ICON STEAK 608 PTE. LTD.	(1) 10-24	L68	Real Estate Services	68104
202340055K	6234238	JIE REN MANPOWER PTE. LTD.	unknown	N78	Employment Activities	78104
202340083G	6234261	A&L ENGINEERING AND CONSTRUCTION PTE. LTD.	(1) 10-24	F41-43	Construction	41001
202340104K	6234274	SU BROTHERS MOTOR WORKSHOP PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95301
202340109E	6234277	AMETHYST FIVE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202340151C	6240102	IMMANUEL E&C PTE. LTD.	(2) 25-99	F41-43	Construction	41009
202340171G	6240113	CF ALJUNIED PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
202340175K	6221581	7 FLAVOUR PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202340183C	6221583	FIRENZA ENTERPRISE PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96021
202340214W	6240273	3 MINS COFFEE (SG) PTE. LTD.	unknown	I56	Food and Beverage Services	56112
202340262Z	6240297	SILVERBROOK ADVISORY PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202340274N	6237554	DKD KEBUN BARU PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93111
202340324E	6237580	SPECTRLITE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202340374H	6221589	NIHON SUSHI PTE. LTD.	unknown	G47	Retail Trade	47219
202340505Z	6237952	AYE TEK ENGINEERING PTE. LTD.	unknown	F41-43	Construction	41009
202340547M	6238119	ZHENG XIANG BKT PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202340564E	6238128	PIZZA STUDIO TAMAKI SINGAPORE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202340577K	6238136	ABT PERFORMANCE PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95301
202340719E	6238504	MAXWELL ENGINEERING PTE. LTD.	(2) 25-99	M71	Architectural & Engineering Services	71122
202340813N	6238695	ANEW THERAPEUTICS PTE. LTD.	unknown	M72-75	Other Professional Services	72101
202340817W	6218686	UMANAH12 TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46900
202340904G	6238883	ENESEL BULK LOGISTICS PTE. LTD.	unknown	H50,5222,5225	Water Transport & Supporting Services	50021
202341084N	6239244	THE HEART PRACTICE PTE. LTD.	unknown	Q86-88	Health and Social Services	86203
202341126N	6239407	NESTSSENTIAL PTE. LTD.	unknown	G47	Retail Trade	47531
202341176W	6239575	YIHETANG CATERING MANAGEMENT PTE. LTD.	unknown	G46	Wholesale Trade	46900
202341248R	6239751	SRN INDIAN FOOD CENTRE PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202341412C	6239974	FUTURE INSIGHT PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
202341474Z	6218705	FREEMIND HOLDINGS PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202341509Z	6218707	SHAZIA TRADING & SUPERMART PTE. LTD.	unknown	G47	Retail Trade	47102
202341511E	6240299	GOODVIEW CLEANING SERVICES PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
202341619G	6237605	QI YUAN F&B MANAGEMENT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202341638C	6237616	AL IZHAN TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46900
202341676K	6237635	NANDHANA'S FOOD PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202341734M	6237804	GOOD SCHOOL CLEMENTI PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
202341804H	6237971	KINGS SERVICES (SG) PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202341857E	6238143	ARCTIC ALCHEMY PTE. LTD.	unknown	I56	Food and Beverage Services	56112
202341949H	6218722	JEONG'S FAMILY KITCHEN PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202341963H	6238342	CLOUD88 PTE. LTD.	(1) 10-24	Hothers	Other Transport & Storage Services	53200
202341974M	6218723	BREATH-COOL ELECTRICAL PTE. LTD.	unknown	F41-43	Construction	43301
202342011H	6238364	MD FAMILY CLINIC PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202342312D	6218728	HA HA BIN F&B PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
202342381C	6218872	KEFKA MARINE ENGINEERING PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
202342522E	6239471	ABSOLUTE CLEAN SOLUTIONS PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
202342588G	6239639	BCG RESTAURANT PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202342670C	6259191	IMPERIAL DYNASTY PTE. LTD.	(0) E1	R90-93	Arts, Entertainment and Recreation	93203
202342719W	6239991	LEO TALENT ACQUISITION PTE. LTD.	unknown	N78	Employment Activities	78104
202342739D	6240004	SARVA FINE ARTS PTE. LTD.	unknown	O84,P85	Public Administration and Education	85408
202342793N	6240167	LIAN HIN SURFACES PTE. LTD.	unknown	F41-43	Construction	41009
202342800C	6240174	VEDHA ENGINEERING & CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	42101
202342876R	6240363	CATALYSE CONSULTING PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70204
202342959W	6237464	AND STUDIO PTE. LTD.	unknown	M72-75	Other Professional Services	74191
202342973W	6237472	ANESIS BEAUTY & WELLNESS PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96029
202343024K	6237642	SPOTLESS SERVICES PTE. LTD.	(0) E1	N81	Cleaning and Landscaping	81211
202343026M	6237644	MOONWASH SOLUTIONS PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202343041D	6237654	IL CLAY CQ PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202343043E	6218881	PRIALL PTE. LTD.	(0) E1	C17,18,22	Paper, Plastic Products & Printing	18129
202343125R	6218882	MOOKA HAIR STUDIO PRIVATE LIMITED	unknown	S,T,U	Other Community, Social & Personal Services	96021
202343139M	6237527	THE SPA THEORY PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96024
202343187N	6237547	ASN CONTRACTOR PTE. LTD.	unknown	F41-43	Construction	43301
202343233C	6237709	MUWU PAINTING AND CONTRACTORS PTE. LTD.	unknown	F41-43	Construction	43304
202343461G	6238992	HELPING CONSTRUCTION PTE. LTD.	(0) E1	F41-43	Construction	42101
202343463H	6238994	CS FUSION FOOD PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202343498C	6239014	DAILY BEER SINGAPORE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202343544H	6239174	WONG VEGETABLES TRADER PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46301
202343580R	6239196	LUXRICH INNOVATION & DESIGN PTE. LTD.	unknown	F41-43	Construction	43301
202343640Z	6239378	EXPRESSIONS SUNSHINE JQF PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96023
202343693R	6239543	AMR EATING HOUSE PTE. LTD.	(2) 25-99	G46	Wholesale Trade	85304
202343694G	6239544	JZF ENGINEERING PTE. LTD.	(1) 10-24	M71	Architectural & Engineering Services	71129
202343928E	6218889	LOYANG GUOAN TRADING & SERVICES PTE. LTD.	(2) 25-99	N78	Employment Activities	78102
202343933D	6237848	SPIDER BUILDERS (M&E) PTE. LTD.	unknown	F41-43	Construction	43210
202344018W	6218891	MNTS CORP (SG) PTE. LTD.	(1) 10-24	F41-43	Construction	41001
202344375E	6238780	ZOLLNER ELECTRONICS (SINGAPORE) PTE. LTD.	unknown	G46	Wholesale Trade	46900
202344392W	6238789	YI YUAN TANG PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96030
202344547W	6239149	ATK CONTRACT PTE. LTD.	unknown	F41-43	Construction	43301
202344609D	6239319	GREATER LEAP PTE. LTD.	(1) 10-24	G47	Retail Trade	47219
202344617N	6239326	CYU CONCEPTS PTE. LTD.	unknown	G47	Retail Trade	47212
202344622M	6239328	ZENITH STEEL (SINGAPORE) PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46620
202344814K	6239860	HAIR CARE SGP PRIVATE LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96021
202344854C	6239883	FRIEND'Z BEAUTY PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	46900
202344857N	6239885	PLAYFACTO @ KOVAN PTE. LTD.	unknown	Q86-88	Health and Social Services	88912
202345045Z	6237871	SHAOYE PTE. LTD.	unknown	G46	Wholesale Trade	46309
202345161R	6238082	ZYTEL INNOVATION PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202345170W	6238088	PARADISE ELITE CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	43301
202345277H	6238432	SKEWERS YAKITORI PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202345306D	6238449	NAILZ BOUTIQUE PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96023
202345325W	6238462	SFR HOME STAGING PTE. LTD.	unknown	F41-43	Construction	43301
202345393E	6234950	SWIFTY CONSULTING PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202345570R	6235336	YS RENOVATION GROUP PTE. LTD.	(1) 10-24	F41-43	Construction	43301
202345598H	6235491	VEDA WEDDING & EVENTS PTE. LTD.	unknown	G47	Retail Trade	47743
202345767H	6235870	LONG XIANG MACHINERY PTE. LTD.	unknown	F41-43	Construction	41001
202345794N	6235884	TMJ SOLUTIONS PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
202345797G	6235886	HANDSHAKE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202345826C	6236042	WAN LIN BODYWORK PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96024
202345869E	6236064	LEADTOP TECHNOLOGY PTE. LTD.	unknown	M72-75	Other Professional Services	72102
202345873M	6236067	CHOICE ONE ASIA PACIFIC PTE. LTD.	unknown	M72-75	Other Professional Services	74111
202345887H	6236075	M6 BEAUTY  SALON PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96024
202345908M	6236226	SHAO TILING COMPANY PTE. LTD.	(1) 10-24	F41-43	Construction	41009
202345917N	6236234	URBAN PLUS CULINARY PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202345956N	6236260	CLICK ADVERTISING & MEDIA PTE. LTD.	unknown	M72-75	Other Professional Services	73100
202346014G	6236441	JEWEL MAIDS PTE. LTD.	unknown	N78	Employment Activities	78103
202346131N	6236791	HR REINFORCEMENTS PTE. LTD.	unknown	N78	Employment Activities	78102
202346256H	6237139	YUAN JIA CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	41009
202346258K	6237141	RITZ'S KITCHEN (KALLANG) PTE. LTD.	unknown	C10-12	Food, Beverages & Tobacco	10799
202346308C	6237174	YUAN-COOL AIRCON ENGINEERING PTE. LTD.	unknown	F41-43	Construction	43220
202346506H	6234800	POWER CATERING PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202346569W	6234971	TARMACK PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70204
202346704R	6235201	OLINK PROTEOMICS SG PTE. LTD.	unknown	G46	Wholesale Trade	46900
202346854N	6235563	YK FOOD (S) PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10799
202346899Z	6235724	CIPHER TRACE INNOVATIONS PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
202346903N	6235728	BMS M&E CONTRACTOR PTE. LTD.	unknown	F41-43	Construction	43301
202347013M	6235932	WELLLAN MATTRESS PTE. LTD.	unknown	Cothers	Other Manufacturing Industries	31006
202347109Z	6236121	SUPERGREEN (INTERNATIONAL PLAZA) PTE. LTD.	unknown	I56	Food and Beverage Services	56123
202347123Z	6236269	HO YE STUDIO PTE. LTD.	unknown	M72-75	Other Professional Services	74191
202347128N	6236273	PLAYFACTO @ SENGKANG CC PTE. LTD.	unknown	Q86-88	Health and Social Services	88912
202347371K	6236813	MMI HOLLAND GROVE PTE. LTD.	unknown	Q86-88	Health and Social Services	88911
202347393W	6236827	CS SPORTS PTE. LTD.	unknown	F41-43	Construction	42101
202347395Z	6236828	FENG YI CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	41009
202347488N	6237016	ZALI TRADING PTE. LTD.	unknown	G47	Retail Trade	47109
202347498G	6237021	DE CAI WANG PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202347514R	6237029	BEAUTY IN VOGUE WELLNESS PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
202347684Z	6237402	CHOLA CAFE & RESTAURANT PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202347691Z	6237405	CHAR MEATS PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202347694M	6237408	WWB CONSTRUCTION PTE. LIMITED	unknown	F41-43	Construction	41001
202347717W	6234655	QILI FASCIA RESTORE PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
202347724W	6234659	SIRIUS LEARNING CENTRE PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
202347756W	6234676	TECHADEN PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
202347836G	6234860	LALA ADVENTURES SG PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202347910K	6235041	BRIDGEPOINT HEALTH PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	86201
202347958H	6235213	MR. TANG PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56140
202348119H	6235437	SUHE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202348163G	6235599	NEUTRADC SINGAPORE PTE. LTD.	(2) 25-99	J62-63	IT & Other Information Services	63111
202348295C	6235948	VENUS HAIR SALON PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96021
202348321D	6235963	MEET & EAT PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202348413G	6236164	NOTWO FOOD PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
202348420G	6236170	AL AMAAN TRADING SG PTE. LTD.	(2) 25-99	G47	Retail Trade	47102
202348461H	6236337	QCUTS BARBERSHOP PRIVATE LIMITED	unknown	S,T,U	Other Community, Social & Personal Services	96021
202348466D	6236340	JJ CONSTRCUTION PTE. LTD.	unknown	F41-43	Construction	43301
202348470K	6236344	AL HABIB K3 PTE. LTD.	unknown	G47	Retail Trade	47102
202348540G	6236524	BLUE EAGLE PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202348561D	6236534	TWIN ONG CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	43903
202348671K	6236864	MARINA BIZ PTE. LTD.	unknown	Hothers	Other Transport & Storage Services	52292
202349016W	6234713	7 SENSE STUDIO PTE. LTD.	unknown	F41-43	Construction	41009
202349204M	6235098	XI QI YANG YANG PTE. LTD.	(1) 10-24	N78	Employment Activities	78102
202349221E	6235108	DARK HORSE CONSULTING ASIA PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202349393K	6235483	AUDIOKRAZE PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93203
202349519D	6235825	NEXTON ASSURANCE PAC	unknown	M69-70	Legal, Accounting & Management Services	69201
202349559N	6235986	BUTTER STUDIO COLLECTIVE PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10719
202349719M	6236211	SPARKHOME PTE. LTD.	unknown	N81	Cleaning and Landscaping	81212
202349737R	6236357	BELA FOOD GROUP PTE. LTD.	unknown	I56	Food and Beverage Services	56140
202349758M	6236373	CHENG SING ENGINEERING CONTRACTOR PTE. LTD.	unknown	F41-43	Construction	43301
202349851K	6236553	CYCLE & CARRIAGE ENGINEERING PTE. LTD.	unknown	G47	Retail Trade	47311
202349965C	6236747	HEPPI STUDIO PRIVATE LIMITED	unknown	O84,P85	Public Administration and Education	85408
202350112Z	6237092	ALILANG EDUCATION CENTRE PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85409
202350132E	6237102	KJM ENGINEERING PTE. LTD.	unknown	F41-43	Construction	43301
202350225Z	6237289	XIN YU SALON DE BEAUTE PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96023
202350274M	6237312	MANJAL RESTAURANT PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202350371N	6234783	GX 5 HOLDINGS PRIVATE LIMITED	unknown	K64 & 66 (excl. 662)	Financial Services	64202
202350444D	6246025	PRINTEESG EXPRESS PTE. LTD.	unknown	G47	Retail Trade	47510
202350482M	6246186	SUNSTAR STEEL PTE. LTD.	unknown	F41-43	Construction	41009
202350647E	6243608	PRIVILEGE AUTOMOBILE PTE. LTD.	unknown	G47	Retail Trade	47311
202350674K	6243625	SY8 FURNITURE PTE. LTD.	unknown	F41-43	Construction	43301
202350737G	6243804	LI HONG ENGINEERING PTE. LTD.	(0) E1	F41-43	Construction	43220
202350740D	6243806	JI GANG ENGINEERING PTE. LTD.	(1) 10-24	F41-43	Construction	43303
202350784W	6243829	LPM CLEANING SERVICES PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
202350792H	6228830	ZHONG ZHENG INTERNATIONAL PTE. LTD.	unknown	G46	Wholesale Trade	46306
202350903N	6244182	GLOBE LOGISTICS PTE. LTD.	(1) 10-24	Hothers	Other Transport & Storage Services	52101
202355777Z	6218900	GOLDHILL FOOD & BEVERAGE GROUP PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202368666H	6192450	ICONCARE MEDICAL PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202377777H	6192453	AUTO EXCHANGE MOTTO PTE. LTD.	unknown	N77	Rental & Leasing	77101
202385666R	6192457	JORY EMPLOYMENT PTE. LTD.	unknown	N78	Employment Activities	78103
202398111M	6219068	ETHOS TECH ONE PTE. LTD.	(0) E1	M72-75	Other Professional Services	74111
202400035R	6244380	CALMIC HARDWARE TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46100
202400056M	6244392	RECURSAL AI PTE. LTD.	unknown	J58-61	Telecommunications, Broadcasting & Publishing	58202
202400091H	6244553	CHEMTECH TRADING PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46649
202400119H	6244574	GARAGE E PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95301
202400153N	6244736	J.A.P DINING CONCEPTS PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202400184D	6244758	A&C TECHNOLOGY SG PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202400195G	6244764	SAFA TRANSPORTATION PTE. LTD.	unknown	H49,5221	Land Transport & Supporting Services	49212
202400319W	6245110	SYNERGY AESTHETICS CLINIC PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202400357G	6245126	GGOT 3C PTE. LTD.	unknown	G46	Wholesale Trade	46523
202400486H	6245492	HWA GOLDSMITH & JEWELLERS PTE. LTD.	unknown	G46	Wholesale Trade	46421
202400498D	6245499	JAE MEI GENERAL CONTRACTOR PTE. LTD.	(1) 10-24	F41-43	Construction	43301
202400521M	6245512	XIN CHEN FUTURE BUILDING PTE. LTD.	unknown	F41-43	Construction	41001
202400541W	6245664	BDH INTERIOR DESIGN & DECORATION PTE. LTD.	unknown	F41-43	Construction	43301
202400550Z	6245668	ATOMIC AUTO PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95301
202400604N	6245840	VELS AGRO PTE. LTD.	unknown	G46	Wholesale Trade	56111
202400797R	6246235	AL HABIB 768 PTE. LTD.	unknown	G47	Retail Trade	47102
202400880C	6243468	NEG POWER PTE. LTD.	unknown	M71	Architectural & Engineering Services	71123
202400956D	6243507	PERNG JIANN PTE. LTD.	unknown	Hothers	Other Transport & Storage Services	52292
202400962M	6243652	CTEO PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202401198R	6244064	AI METROPOLIS PTE. LTD.	unknown	J62-63	IT & Other Information Services	62090
202401203C	6244067	WK FOOD PARADISE PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202401230G	6244227	WHOLESOME SPA PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96024
202401258Z	6244243	VIP AIRCON PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95220
202401339Z	6244426	JIE EN CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	41001
202401431G	6244620	WILLET PARTNERS PTE. LTD.	unknown	N78	Employment Activities	78104
202401499K	6244801	BRILLIANT INDUSTRIAL PTE. LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	29300
202401506W	6244805	8-BEAT COLLECTIVE PTE. LTD.	unknown	N82	Office Administrative and Business Support	82303
202401533D	6244960	MANGOSTAR PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
